question,answer
"Question: Hepatitis D virus (delta agent) is a defective virus that can replicate only in cells already infected with which of the following viruses?
Choices:
A. Hepatitis A virus
B. Epstein-Barr virus
C. Hepatitis G virus
D. Hepatitis B virus
Answer:",Hepatitis B virus
"Question: Most common mutation in Hereditary Spherocytosis is
Choices:
A. Band 3
B. Ankyrin
C. Spectrin
D. Band 4.2
Answer:",Ankyrin
"Question: Which of the following is not seen in'Hereditary Spherocytosis:
Choices:
A. Direct Coomb's Positive
B. Increased Osmotic Fragility
C. Splenomegaly
D. Gall Stones
Answer:",Direct Coomb's Positive
"Question: Which of the following is not seen in Hereditary Spherocytosis
Choices:
A. Direct Coomb's Positive
B. Increased Osmotic Fragility
C. Splenomegaly
D. Gall stones
Answer:",Direct Coomb's Positive
"Question: Cleft lip, polydactyly, Holoprosencephaly are characteristic feature of?
Choices:
A. Down syndrome
B. Edward syndrome
C. Patau syndrome
D. Turners syndrome
Answer:",Patau syndrome
"Question: NOT a feature of Holt Oram Syndrome is
Choices:
A. Absent Radius
B. Atrial septal defect
C. Thrombocytopenia
D. Autosomal dominant inheritance
Answer:",Thrombocytopenia
"Question: Treatable causes of dementia are -a) Alzheimer's ds.b) Hypothyroidismc) Multi-infarct dementia d) SDH (subdural h'ge) e) Hydrocephalus
Choices:
A. abc
B. ade
C. bde
D. bce
Answer:",bde
"Question: Reversible cause of dementia -a) Post encephalitisb) Multi infarctc) Hydrocephalusd) Senile dementia
Choices:
A. a
B. bc
C. ad
D. ac
Answer:",ac
"Question: Causes of breech presentation are:a) Hydrocephalusb) Oligohydramniosc) Pelvic contracture d) Placenta praevia
Choices:
A. acd
B. ad
C. bc
D. bde
Answer:",acd
"Question: Hydrocephalus in the fetus is diagnosed by all except :
Choices:
A. Large fontanelle with widely separated sutures as felt on PV examination
B. High floating head
C. Serial ultrasound
D. CPD
Answer:",CPD
"Question: In Hydrocephalus ex vacuo, the compensatory enlargement of ventricles and an increase in CSF volume due to brain atrophy is seen in-
Choices:
A. Alzheimers diseae
B. Picks diseases
C. Both
D. None of the above
Answer:",Both
"Question: Normal pressure Hydrocephalus is characterized by all except -
Choices:
A. Aphasia
B. Dementia
C. Ataxia
D. Urinary incontinence
Answer:",Aphasia
"Question: In Hydrocephalus exvacuo, the compensatory enlargement of ventricles and increase in CSF volume due to brain atrophy is seen in-
Choices:
A. Alzheimers diseae
B. Picks diseases
C. Both
D. None of the above
Answer:",Both
"Question: Hydrocephalus is detailed best antenatally by –
Choices:
A. X-ray abdomen
B. Amniocentesis
C. Clinical examination
D. Ultrasonography
Answer:",Ultrasonography
"Question: Disease having autosomal recessive inheritance -a) Cystic fibrosisb)  Hydrocephalusc)  Duchene muscular dystrophyd) Albinisme)  Vitamin D resistant ricket
Choices:
A. b
B. ad
C. ac
D. ab
Answer:",ad
"Question: Hair on end appearance is seen in X–ray skull in –a)  Thalassemiab)  Hydrocephalusc)  Chronic malariad)  Sickle cell anemia
Choices:
A. ad
B. c
C. ac
D. ab
Answer:",ad
"Question: Which of the following is true about TB meningitis-a) Exudates are formed on the convexities of brainb) CSF stored at 4°C in the time of transportationc) Hydrocephalus is common sequalaed) Meningoencephalitis is common manifestation
Choices:
A. abc
B. bcd
C. ac
D. bd
Answer:",bcd
"Question: Treatment of Congenital Hydrocephalus is
Choices:
A. Stereotactic Surgery
B. Diuretics
C. Radiotherapy
D. VP shunt
Answer:",VP shunt
"Question: Normal pressure Hydrocephalus is characterized by all except:
Choices:
A. Aphasia
B. Dementia
C. Ataxia
D. Urinary incontinence
Answer:",Aphasia
"Question: Investigation of choice for Hydrocephalus in infants ?
Choices:
A. Cranial USG
B. CT Scan
C. MRI
D. X-ray skull
Answer:",Cranial USG
"Question: Hydrocephalus is best detected antenately by:
Choices:
A. X-ray abdomen
B. Amniocentesis
C. Clinical examination
D. Ultrasonography
Answer:",Ultrasonography
"Question: Hypokalemia is not present in :
Choices:
A. Vomiting
B. Diarrhoea
C. Patient on diuretics
D. Chronic renal failure
Answer:",Chronic renal failure
"Question: A patient with Hypeension presents with Hypokalemia. Aldosterone levels and Renin levels are both elevated. The most likely diagnosis is
Choices:
A. Renal Aery stenosis
B. Primary Hyperaldosteronism {Conn's syndrome}
C. Addison's disease
D. Cushing's syndrome
Answer:",Renal Aery stenosis
"Question: Hypokalemia is defined as a plasma potassium concentration of
Choices:
A. < 3.5 mmol/L
B. < 3.6 mmol/L
C. < 3.7 mmol/L
D. < 3.8 mmol/L
Answer:",< 3.5 mmol/L
"Question: Hypokalemia is seen with -a) Frusemideb) Cortisolc) Amilorided) Addison's disease
Choices:
A. ac
B. a
C. ad
D. ab
Answer:",ab
"Question: Hypokalemia in an infant may be due to all of the following except –
Choices:
A. Adrenal tumor
B. Acute renal failure
C. Thiazide therapy
D. Diarrhea
Answer:",Acute renal failure
"Question: Hypeension with Hypokalemia is seen in:
Choices:
A. Bater Syndrome
B. Liddle's Syndrome
C. Gitelman's Syndrome
D. All of the above
Answer:",Liddle's Syndrome
"Question: Hypokalemia in an infant may be due to all of the following except -
Choices:
A. Adrenal tumor
B. Adrenal tumor
C. Thiazide therapy
D. Diarrhea
Answer:",Adrenal tumor
"Question: Hypokalemia with hypeension is seen in?
Choices:
A. Bater syndrome
B. Primary hyperaldosteronism
C. Primary hyperparathyroidism
D. Diuretic therapy
Answer:",Primary hyperaldosteronism
"Question: Hypokalemia causes:
Choices:
A. Increased amplitude of action potential
B. Hyperpolarisation
C. Resting membrane potential becomes less negative
D. Tetany
Answer:",Hyperpolarisation
"Question: ECG changes in Hypokalemia are?
Choices:
A. Tall T wave
B. Poor P wave
C. Sho QT interval
D. Presence of U wave
Answer:",Presence of U wave
"Question: An adolescent male presents with Hypokalemia, Metabolic Alkalosis, Hypercalciuria and Nephrocalcinosis. His Blood Pressure is normal. The likely diagnosis is:
Choices:
A. Bater Syndrome
B. Gitelman's Syndrome
C. Liddle's Syndrome
D. Renal Tubular Acidosis
Answer:",Bater Syndrome
"Question: Hypokalemia is a characteristic feature of toxicity with:-
Choices:
A. Barium
B. Antimony
C. Copper
D. Iron
Answer:",Barium
"Question: Acute complication of PEM – a)  Hypothermiab)  Hypoglycemiac)  Hypokalemiad)  Hypermagnesaemiae)  Eosinophilia
Choices:
A. ab
B. bc
C. abc
D. bcd
Answer:",abc
"Question: Hypokalemia is seen in therapy with
Choices:
A. Digitalis
B. Ibuprufen
C. Corticosteroids
D. Diazepam
Answer:",Digitalis
"Question: Hypokalemia.may be a feature of all following diseases, except -
Choices:
A. Addison's disease
B. Cushing's syndrome
C. Baer's syndrome
D. Guelman's syndrome
Answer:",Addison's disease
"Question: ECG change seen in Hypokalemia
Choices:
A. Tall 'T' wave
B. U wave
C. Sine wave configration
D. Shoening of QT interval
Answer:",U wave
"Question: Hypokalemia may be a feature of all following diseases, except -
Choices:
A. Addison's disease
B. Cushing's syndrome
C. Barter's syndrome
D. Gitelman's syndrome
Answer:",Addison's disease
"Question: Hypokalemia with hypertension is associated with following except
Choices:
A. Liddle's syndrome
B. Conn's syndrome
C. Bartter's syndrome
D. Cushing's syndrome
Answer:",Bartter's syndrome
"Question: True about pyloric stenosisa) Hypokalemiab) Hyponatremiac) Metabolic acidosisd) Hypochloremiae) Hypocalcemia
Choices:
A. abd
B. bcd
C. abc
D. ab
Answer:",abd
"Question: Digoxin toxicity is aggravated by: a) Hypokalemia b) Hyperkalernia c) Hypercalcemia d) Hypermagnesemia e) Hypocalcemia
Choices:
A. ad
B. bc
C. cd
D. ac
Answer:",ac
"Question: Hypokalemia is seen in all except?
Choices:
A. Barter syndrome
B. Hypokalemic periodic paralysis
C. 21 hydroxylase deficiency
D. Reninoma (JG cell tumour)
Answer:",21 hydroxylase deficiency
"Question: Which of the following represents the earliest ECG changes in a patient with Hypokalemia?
Choices:
A. Pseudo-P-Pulmonale
B. Flattening of T wave
C. Development of U wave
D. Fusion of TU waves
Answer:",Flattening of T wave
"Question: A patient with Hypeension presents with Hypokalemia. Aldosterone levels and Renin levels are both elevated. The most likely diagnosis is:
Choices:
A. Renal AeryStenosis
B. Primary Hyperaldosteronism (Conn's Syndrome)
C. Addison's Disease
D. Cushing's Syndrome
Answer:",Renal AeryStenosis
"Question: Hypokalemia is associated frequently with
Choices:
A. Metabolic acidosis
B. Metabolic alkalosis
C. Respiratory acidosis
D. Respiratory alkalosis
Answer:",Metabolic alkalosis
"Question: Hypokalemia ECG changes all except
Choices:
A. Tall T wave
B. Prolonged QRS interval
C. Depressed ST segment
D. Prominent U waves
Answer:",Tall T wave
"Question: Following causes distension of abdomen-a) Hirschsprungsb) Hypokalemiac) Hyperkalemiad) Hypomagnesmia
Choices:
A. acd
B. bcd
C. abc
D. abd
Answer:",abd
"Question: Hypokalemia is seen with -
Choices:
A. Frusemide
B. Coisol
C. Metabolic acidosis
D. Amiloride
Answer:",Frusemide
"Question: Hypomelanosis of Ito is associated with?
Choices:
A. Mental retardation
B. Seizures
C. Visual abnormalities
D. All of the above
Answer:",All of the above
"Question: Hypoparathyroidism occurs as a result ofa) Idiopathic atrophy of parathyroidsb) Following surgeryc) Thyroditis with secondary atrophy of parathyroidsd) All of the above
Choices:
A. ac
B. a
C. ab
D. bc
Answer:",ab
"Question: Hypoparathyroidism after thyroidectomy commonly manifests in
Choices:
A. 1 day
B. 2-5 days
C. After a week
D. After a month
Answer:",2-5 days
"Question: X-ray features of Hypoparathyroidism are the following except
Choices:
A. Osteosclerosis
B. Calvarial thickening
C. Subperiosteal resorption
D. Subcutaneous calcification
Answer:",Subperiosteal resorption
"Question: Hypoparathyroidism following thyroid surgery occurs within
Choices:
A. 24 hours
B. 2-5 days
C. 7-14 days
D. 2-3 weeks
Answer:",2-5 days
"Question: Hypoparathyroidism is seen in all of the following except
Choices:
A. DiGeorge syndrome
B. Chronic renal failure
C. Wilson's disease
D. Haemochromatosis
Answer:",Chronic renal failure
"Question: Ichthyosis may be associated with: September 2003
Choices:
A. Carcinoma lung
B. Carcinoma breast
C. Leukemia
D. Lymphoma
Answer:",Lymphoma
"Question: Ichthyosis is associated with –
Choices:
A. Hodgkins disease
B. AIDS
C. Hypothyroidism
D. All
Answer:",All
"Question: Ichthyosis linearis circumflexa is the characteristic skin lesion seen in:
Choices:
A. Netheon syndrome
B. Progeria
C. Lamellar ichthyosis
D. Harlequin ichthyosis
Answer:",Netheon syndrome
"Question: Where are the deposits found in IgA Nephropathy-
Choices:
A. Subepithelial
B. Subendocardial
C. Mesangium
D. No deposists
Answer:",Mesangium
"Question: Where are the deposits found in IgA Nephropathy?
Choices:
A. Subepithelial
B. Subendocardial
C. Mesangium
D. No deposists
Answer:",Mesangium
"Question: Which of the following is the inheritance of Incontinentia Pigmenti
Choices:
A. AD
B. AR
C. X-linked dominant
D. X-linked recessive
Answer:",X-linked dominant
"Question: Which of the following is the inheritance of Incontinentia Pigmenti?
Choices:
A. AD
B. AR
C. X-linked dominant
D. X-linked recessive
Answer:",X-linked dominant
"Question: Cardiac condition requiring Antibiotic Prophylaxis for Infective Endocarditis?
Choices:
A. Coronary Heart Disease
B. Rheumatic Heart Disease
C. Cardiac Pacemakers
D. Hypertensive Heart Disease
Answer:",Rheumatic Heart Disease
"Question: Which of the following is recommended for culture sampling in Infective Endocarditis:
Choices:
A. 2 culture sets separated by at-least 1 hour over 24 hours
B. 2 culture sets separated by at-least 2 hours over 24 hours
C. 3 culture sets separated by at-least 1 hour over 24 hours
D. 3 culture sets separated by at-least 2 hours over 24 hours
Answer:",3 culture sets separated by at-least 1 hour over 24 hours
"Question: Diagnostic criterion for Infective Endocarditis include all, Except:
Choices:
A. Positive Echocardiogram
B. Positive Blood culture
C. Raised ESR
D. Positive Rheumatoid Factor
Answer:",Raised ESR
"Question: Which of the following is least likely to be associated with Infective Endocarditis -
Choices:
A. Small ASD
B. Small VSD
C. Mild MR
D. Mild MS
Answer:",Small ASD
"Question: High risk lesions for Infective Endocarditis are all except:-
Choices:
A. Prosthetic heart valves
B. Prior history of infective endocarditis
C. Aortic regurgitation
D. Complex cyanotic congenital heart disease
Answer:",Aortic regurgitation
"Question: Acute Infective Endocarditis with abscess formation is most commonly associated with
Choices:
A. Listeria
B. Staphylococcus
C. Streptococcus
D. Enterococcus
Answer:",Staphylococcus
"Question: Which of the following is least likely to be associated with Infective Endocarditis:
Choices:
A. Small ASD
B. Small VSD
C. Mild MR
D. Mild MS
Answer:",Small ASD
"Question: Acute Infective Endocarditis with abscess formation is most common associated with -
Choices:
A. Listeria
B. Staphylococcus
C. Streptococcus
D. Enterococcus
Answer:",Staphylococcus
"Question: Treatment of acute phase of Kawasaki Disease is -
Choices:
A. Aspirin
B. IV steroids
C. IV immunoglobins
D. Cyclophosphamide
Answer:",IV immunoglobins
"Question: Treatment of choice for Kawasaki Disease
Choices:
A. Immunoglobulins
B. Coicosteroids
C. Azathioprine
D. Methotrexate
Answer:",Immunoglobulins
"Question: Treatment of choice for Kawasaki Disease is:
Choices:
A. IV Immunoglobulins
B. Steroids
C. Dapsone
D. Methotrexate
Answer:",IV Immunoglobulins
"Question: Which of the following is not an association for Keratoconus:
Choices:
A. Marfans Syndroma
B. Leber congenital amaurosis
C. Vernal kerato conjunctivitis
D. Senile Cataract
Answer:",Senile Cataract
"Question: All are seen in Keratoconus EXCEPT
Choices:
A. Keyser Fleischer Ring
B. Progressive vision loss due to increasing myopia and irregular astigmatism
C. Scissoring reflex in retinoscopy
D. Munson sign Positive
Answer:",Keyser Fleischer Ring
"Question: Which of the following is not a treatment modality for Keratoconus
Choices:
A. Spectacle
B. Prism
C. Contact lens
D. INTACS
Answer:",Prism
"Question: All of the following are true about Keratoconus, except:
Choices:
A. Increased curvature of cornea
B. Astigmatism
C. K.F ring cornea
D. Thick cornea
Answer:",Thick cornea
"Question: Keratoconus is associated with all except –
Choices:
A. Down's syndrome
B. Ehlers–Danlo's syndrome
C. Marfan's syndrome
D. Usher's syndrome
Answer:",Usher's syndrome
"Question: A 25 year old boy presents with renal failure. His uncle died of renal failure three years ago. Slit lamp examination reveals Lenticonus / Keratoconus. The likely diagnosis is:
Choices:
A. Autosomal Dominant Polycystic Kidney (ADPCKD)
B. Autosomal Recessive polycystic kidney (ARPCKD)
C. Alpo's syndrome
D. Denysh-Drash Syndrome
Answer:",Alpo's syndrome
"Question: Keratoconus is associated with all except-
Choices:
A. Down's syndrome
B. Ehlers-Danlos' syndrome
C. Marfan's syndrome
D. Usher's syndrome
Answer:",Usher's syndrome
